ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x65a ,BANGRES02DEL01 ,27,5,12.970221,77.645396,13.010221,77.685396,03-04-2022,16:25:00,16:40:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 26
0x551 ,CHENRES19DEL03 ,NaN ,NaN ,12.986047,80.218114,13.016047,80.248114,30-03-2022,NaN ,17:30:00,conditions NaN,NaN ,3,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 32
0x9a98 ,COIMBRES06DEL03 ,30,4.9,11.021278,76.995017,11.081278,77.055017,07-03-2022,20:30:00,20:40:00,conditions Windy,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 34
0xa5b3 ,MYSRES16DEL02 ,39,4.1,12.316967,76.603067,12.366967,76.653067,21-03-2022,21:55:00,22:10:00,conditions Windy,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 32
0xbf45 ,DEHRES14DEL03 ,NaN ,NaN ,30.319528,78.040267,30.349528,78.070267,17-02-2022,NaN ,00:05:00,conditions Stormy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 27
0x438e ,PUNERES010DEL02 ,33,4.9,18.539299,73.897902,18.559299,73.917902,11-03-2022,08:50:00,09:05:00,conditions Sunny,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 21
0x45b4 ,VADRES09DEL03 ,31,4.9,0.0,0.0,0.09,0.09,18-03-2022,23:10:00,23:25:00,conditions Sunny,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 29
0xb036 ,PUNERES01DEL03 ,31,4.8,18.569156,73.774723,18.629156,73.834723,21-03-2022,18:15:00,18:25:00,conditions Cloudy,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 18
0x206e ,MYSRES19DEL01 ,24,4.5,12.334022,76.618203,12.444022,76.728203,04-04-2022,17:25:00,17:35:00,conditions Fog,Medium ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 25
0xa378 ,HYDRES08DEL01 ,21,5,17.438263,78.397865,17.508263,78.467865,29-03-2022,21:25:00,21:40:00,conditions Sunny,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 18
0xcf10 ,BHPRES08DEL02 ,27,4.6,23.232537,77.429845,23.252537,77.449845,11-02-2022,10:45:00,10:50:00,conditions Stormy,Low ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 18
0xbfe3 ,ALHRES20DEL02 ,38,4.7,25.454697,81.834492,25.504697,81.884492,17-02-2022,22:15:00,22:20:00,conditions Sandstorms,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 29
0x828a ,MYSRES20DEL02 ,31,4.8,12.337978,76.616792,12.357978,76.636792,11-03-2022,08:25:00,08:30:00,conditions Fog,Low ,0,Buffet ,motorcycle ,1,No ,NaN ,(min) 21
0x53f2 ,PUNERES02DEL02 ,29,5,18.55144,73.804855,18.60144,73.854855,15-03-2022,17:30:00,17:45:00,conditions Sunny,Medium ,1,Buffet ,scooter ,NaN ,No ,Metropolitian ,(min) 19
0x81ff ,INDORES03DEL03 ,39,4.8,22.751857,75.866699,22.781857,75.896699,28-03-2022,18:55:00,19:10:00,conditions Stormy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 39
0x36ef ,VADRES03DEL02 ,29,4.9,22.32,73.17,22.37,73.22,09-03-2022,20:10:00,20:20:00,conditions Sandstorms,Jam ,1,Drinks ,motorcycle ,1,No ,Urban ,(min) 15
0xb7a2 ,HYDRES05DEL01 ,30,5,17.433809,78.386744,17.443809,78.396744,13-03-2022,09:15:00,09:25:00,conditions Fog,Low ,2,Snack ,scooter ,0,No ,NaN ,(min) 17
0x3a88 ,CHENRES06DEL02 ,34,4.6,13.054347,80.257221,13.074347,80.277221,15-03-2022,11:35:00,11:45:00,conditions Cloudy,High ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 29
0xd12 ,PUNERES18DEL02 ,36,4.3,18.593481,73.785901,18.723481,73.915901,29-03-2022,21:45:00,21:55:00,conditions Windy,Jam ,0,Meal ,motorcycle ,1,Yes ,Metropolitian ,(min) 44
0x155c ,RANCHIRES12DEL03 ,34,5,0.0,0.0,0.06,0.06,30-03-2022,20:40:00,20:50:00,conditions Sandstorms,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 26
0x1458 ,MUMRES19DEL03 ,29,4.7,19.131141,72.813074,19.19114,72.873074,03-04-2022,23:45:00,00:00:00,conditions Windy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 14
0x5d6b ,PUNERES11DEL02 ,37,4.8,18.533811,73.899315,18.663811,74.029315,02-04-2022,20:45:00,21:00:00,conditions Fog,Jam ,2,Drinks ,scooter ,1,No ,Urban ,(min) 35
0xa23d ,VADRES03DEL03 ,22,4.4,22.32,73.17,22.38,73.23,15-03-2022,00:00:00,00:10:00,conditions Sandstorms,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 27
0x48bc ,SURRES19DEL02 ,27,4.1,21.149669,72.772629,21.229669,72.852629,27-03-2022,21:35:00,21:40:00,conditions Fog,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 32
0x18ca ,VADRES16DEL03 ,NaN ,NaN ,0.0,0.0,0.06,0.06,05-04-2022,NaN ,19:55:00,conditions Sandstorms,Jam ,1,Meal ,scooter ,0,No ,Urban ,(min) 25
0x1604 ,HYDRES12DEL03 ,31,4.4,17.429585,78.392621,17.489585,78.452621,03-03-2022,20:20:00,20:30:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 40
0x6b7e ,HYDRES20DEL01 ,26,4.5,17.483216,78.552111,17.553216,78.622111,14-03-2022,22:55:00,23:05:00,conditions Cloudy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 23
0xbf0a ,AGRRES07DEL02 ,NaN ,NaN ,-27.160934,-78.044095,27.180934,78.064095,13-02-2022,NaN ,09:30:00,conditions NaN,Low ,1,Drinks ,motorcycle ,1,No ,Urban ,(min) 29
0x7f24 ,VADRES08DEL01 ,38,4.9,0.0,0.0,0.04,0.04,30-03-2022,16:00:00,16:05:00,conditions Fog,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 18
0xc75b ,AURGRES02DEL02 ,21,4.6,0.0,0.0,0.02,0.02,11-02-2022,11:50:00,11:55:00,conditions Stormy,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 23
0xabcc ,INDORES19DEL01 ,35,4.7,22.745536,75.893106,22.785536,75.933106,01-04-2022,13:50:00,14:05:00,conditions Sunny,High ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 24
0xbcf1 ,CHENRES02DEL02 ,21,4.7,13.086438,80.220672,13.136439,80.270672,13-03-2022,18:00:00,18:05:00,conditions Sunny,Medium ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 14
0xc796 ,DEHRES09DEL02 ,32,5,30.332735,78.054222,30.412735,78.134222,14-02-2022,17:30:00,17:35:00,conditions Stormy,Medium ,0,Snack ,motorcycle ,2,No ,Metropolitian ,(min) 41
0xac1f ,SURRES17DEL02 ,29,4.6,21.149569,72.772697,21.279569,72.902697,23-03-2022,23:00:00,23:05:00,conditions Stormy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 16
0x1560 ,INDORES17DEL03 ,32,4.5,22.761226,75.887522,22.851226,75.977522,16-03-2022,19:40:00,19:45:00,conditions Sandstorms,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 37
0x904f ,HYDRES05DEL02 ,20,4.5,17.433809,78.386744,17.483809,78.436744,26-03-2022,18:15:00,18:30:00,conditions Sandstorms,Medium ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 24
0x580d ,INDORES17DEL03 ,28,4.6,22.761226,75.887522,22.791226,75.917522,26-03-2022,20:15:00,20:30:00,conditions Stormy,Jam ,2,Snack ,electric_scooter ,1,No ,Urban ,(min) 14
0xaaa3 ,SURRES14DEL02 ,23,4.7,21.157729,72.768726,21.237729,72.848726,16-03-2022,17:40:00,17:45:00,conditions Cloudy,Medium ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 38
0xad6a ,COIMBRES17DEL01 ,32,4.9,11.026117,76.944652,11.036117,76.954652,17-03-2022,09:15:00,09:20:00,conditions Cloudy,Low ,0,Meal ,motorcycle ,NaN ,No ,Metropolitian ,(min) 25
0x220a ,CHENRES05DEL03 ,33,4,13.058616,80.264151,13.118616,80.324151,11-03-2022,20:45:00,20:55:00,conditions Cloudy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 35
0xd97b ,KOCRES06DEL01 ,36,4.3,9.982834,76.283268,10.022834,76.323268,13-02-2022,12:35:00,12:50:00,conditions Cloudy,High ,2,Meal ,scooter ,2,No ,Urban ,(min) 39
0x979a ,MUMRES01DEL02 ,35,3.7,19.12663,72.829976,19.25663,72.959976,18-03-2022,20:55:00,21:05:00,conditions Stormy,Jam ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 31
0xb8bb ,BANGRES07DEL01 ,38,4.3,12.978453,77.643685,12.988453,77.653685,01-03-2022,11:20:00,11:25:00,conditions Fog,High ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 37
0x9942 ,MUMRES16DEL02 ,38,4.9,19.120083,72.907385,19.170083,72.957385,09-03-2022,20:00:00,20:05:00,conditions Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 47
0x2210 ,RANCHIRES06DEL02 ,37,4.4,23.357804,85.325146,23.487804,85.455146,14-03-2022,23:35:00,23:50:00,conditions Fog,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 44
0xbd6e ,CHENRES18DEL03 ,32,4.6,12.981615,80.231598,13.011615,80.261598,13-03-2022,21:55:00,22:05:00,conditions Sunny,Jam ,0,Snack ,motorcycle ,0,No ,Urban ,(min) 24
0x7724 ,JAPRES18DEL03 ,38,4.6,26.913987,75.752891,26.973987,75.812891,11-03-2022,00:00:00,00:05:00,conditions Fog,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 15
0x39eb ,VADRES15DEL03 ,34,4.9,0.0,0.0,0.09,0.09,06-04-2022,19:10:00,19:25:00,conditions Fog,Jam ,0,Drinks ,motorcycle ,1,Yes ,Metropolitian ,(min) 40
0x59aa ,PUNERES05DEL02 ,33,4.5,18.543626,73.905101,18.623626,73.985101,14-03-2022,22:30:00,22:35:00,conditions Sandstorms,Low ,2,Snack ,motorcycle ,0,No ,Urban ,(min) 28
0xbca4 ,COIMBRES11DEL01 ,20,5,11.001753,76.986241,11.111753,77.096241,10-03-2022,22:10:00,22:25:00,conditions Cloudy,Low ,2,Snack ,electric_scooter ,1,No ,Urban ,(min) 28
0x3ef0 ,JAPRES02DEL01 ,20,4.8,26.914142,75.805704,26.954142,75.845704,05-03-2022,16:55:00,17:00:00,conditions Cloudy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 20
0xdca0 ,GOARES20DEL02 ,32,4.8,0.0,0.0,0.05,0.05,11-02-2022,22:40:00,22:45:00,conditions Windy,Low ,2,Snack ,scooter ,1,No ,Urban ,(min) 27
0xdd5d ,DEHRES02DEL01 ,26,4.7,0.0,0.0,0.04,0.04,15-02-2022,14:40:00,14:45:00,conditions Windy,High ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 10
0x45ea ,JAPRES03DEL02 ,36,4.7,26.913483,75.803139,26.993483,75.883139,25-03-2022,19:25:00,19:40:00,conditions Stormy,Jam ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 25
0xdcb6 ,GOARES16DEL03 ,21,5,15.498603,73.826911,15.588603,73.916911,16-02-2022,21:50:00,22:05:00,conditions Windy,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 18
0x698d ,MUMRES18DEL01 ,29,4.6,19.1093,72.825451,19.1793,72.895451,25-03-2022,18:45:00,18:55:00,conditions Fog,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 32
0xa29a ,HYDRES18DEL02 ,33,4.6,17.450851,78.379347,17.580851,78.509347,14-03-2022,23:20:00,23:35:00,conditions Sandstorms,Low ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 21
0x402b ,PUNERES010DEL03 ,31,4.7,18.539299,73.897902,18.569299,73.927902,01-03-2022,23:50:00,00:00:00,conditions Cloudy,Low ,1,Drinks ,scooter ,1,No ,Urban ,(min) 18
0x5e7b ,RANCHIRES17DEL03 ,32,4.8,23.374878,85.335739,23.404878,85.365739,09-03-2022,17:50:00,17:55:00,conditions Windy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 30
0x1fa6 ,PUNERES07DEL02 ,39,4.5,18.546947,73.900626,18.566947,73.920626,17-03-2022,11:30:00,11:40:00,conditions Sunny,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 19
0xb44b ,HYDRES18DEL01 ,22,4.9,17.450851,78.379347,17.460851,78.389347,05-04-2022,11:50:00,12:05:00,conditions Cloudy,High ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 30
0x94de ,COIMBRES03DEL02 ,28,4.9,11.025083,77.015393,11.105083,77.095393,16-03-2022,20:15:00,20:25:00,conditions Fog,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 31
0xd9e3 ,KNPRES01DEL02 ,32,4.6,26.483672,80.320708,26.503672,80.340708,13-02-2022,11:55:00,12:00:00,conditions Sandstorms,High ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 25
0x5c0b ,BANGRES19DEL03 ,39,4.8,12.914264,77.6784,13.004264,77.7684,06-03-2022,19:25:00,19:35:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 38
0x59ef ,INDORES03DEL03 ,38,4.7,22.751857,75.866699,22.811857,75.926699,24-03-2022,21:35:00,21:45:00,conditions Windy,Jam ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 30
0x26fc ,MUMRES19DEL01 ,32,4.6,19.131141,72.813074,19.201141,72.883074,31-03-2022,17:45:00,17:55:00,conditions Sandstorms,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 37
0x6d71 ,JAPRES08DEL03 ,37,4.8,26.910262,75.783013,27.050262,75.923013,08-03-2022,22:10:00,22:20:00,conditions Windy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 27
0xd334 ,GOARES07DEL02 ,33,4.9,15.561295,73.749478,15.611295,73.799478,17-02-2022,18:15:00,18:20:00,conditions Sandstorms,Medium ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 29
0x9861 ,CHENRES12DEL01 ,29,4.7,12.972793,80.249982,13.012793,80.289982,28-03-2022,13:20:00,13:35:00,conditions Stormy,High ,0,Meal ,motorcycle ,2,Yes ,Metropolitian ,(min) 39
0x135a ,JAPRES17DEL03 ,29,4.5,26.892312,75.806896,27.032312,75.946896,29-03-2022,22:15:00,22:20:00,conditions Fog,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,(min) 24
0x1aff ,RANCHIRES06DEL02 ,27,4.8,23.357804,85.325146,23.407804,85.375146,01-03-2022,19:00:00,19:05:00,conditions Sunny,Medium ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 19
0x7d14 ,INDORES06DEL02 ,28,4.9,22.728163,75.884212,22.778163,75.934212,30-03-2022,17:35:00,17:40:00,conditions Cloudy,Medium ,2,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 17
0x8c95 ,VADRES12DEL01 ,27,4.9,0.0,0.0,0.11,0.11,27-03-2022,19:15:00,19:25:00,conditions Sandstorms,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 22
0xdf12 ,AURGRES03DEL01 ,31,4.8,19.874733,75.353942,19.884733,75.363942,15-02-2022,11:00:00,11:05:00,conditions Sunny,Low ,1,Buffet ,scooter ,0,No ,Urban ,(min) 11
0x2daf ,HYDRES05DEL02 ,20,2.5,17.433809,78.386744,17.563809,78.516744,18-03-2022,23:55:00,00:10:00,conditions Sunny,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 43
0x7412 ,CHENRES16DEL02 ,27,4.5,13.049645,80.242268,13.179645,80.372268,10-03-2022,18:45:00,19:00:00,conditions Sandstorms,Medium ,1,Meal ,motorcycle ,0,No ,Urban ,(min) 16
0xc15c ,KOLRES19DEL01 ,29,4.5,22.5491,88.400467,22.5891,88.440467,13-02-2022,13:25:00,13:30:00,conditions Windy,High ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 18
0x69ed ,HYDRES06DEL01 ,34,5,17.455894,78.375467,17.465894,78.385467,01-04-2022,11:35:00,11:40:00,conditions Sandstorms,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 33
0x34c2 ,COIMBRES18DEL02 ,37,4.6,11.02091,76.940432,11.07091,76.990432,09-03-2022,18:10:00,18:25:00,conditions Windy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 30
0x80bc ,RANCHIRES08DEL02 ,24,4.6,23.353783,85.326967,23.483783,85.456967,02-03-2022,21:25:00,21:30:00,conditions Fog,Jam ,2,Snack ,scooter ,1,No ,Urban ,(min) 38
0xa3f0 ,RANCHIRES20DEL02 ,27,4.8,23.39925,85.390464,23.47925,85.470464,27-03-2022,18:40:00,18:45:00,conditions Sandstorms,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 25
0x2b59 ,CHENRES19DEL03 ,32,4.6,12.986047,80.218114,13.076047,80.308114,06-04-2022,23:55:00,00:05:00,conditions Fog,Low ,0,Drinks ,motorcycle ,1,No ,NaN ,(min) 43
0xce05 ,KNPRES03DEL01 ,28,4.6,26.469003,80.316344,26.539003,80.386344,18-02-2022,23:55:00,00:00:00,conditions Fog,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,(min) 24
0x9f8d ,HYDRES18DEL03 ,28,5,17.450851,78.379347,17.510851,78.439347,01-03-2022,21:40:00,21:55:00,conditions Windy,Jam ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 17
0x6898 ,COIMBRES18DEL03 ,35,4.8,11.02091,76.940432,11.05091,76.970432,03-03-2022,18:25:00,18:40:00,conditions Sunny,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 20
0x4be4 ,INDORES09DEL02 ,26,4.9,22.725835,75.887648,22.855835,76.017648,25-03-2022,18:10:00,18:25:00,conditions Sunny,Medium ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 15
0x8bbc ,CHENRES04DEL03 ,36,4.6,13.02978,80.208812,13.05978,80.238812,17-03-2022,18:40:00,18:50:00,conditions Cloudy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 28
0xb4ac ,INDORES04DEL01 ,37,4.6,22.753659,75.903365,22.863659,76.013365,18-03-2022,21:55:00,22:00:00,conditions Sunny,Jam ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,(min) 27
0x3609 ,HYDRES15DEL02 ,25,4.6,17.45971,78.368855,17.50971,78.418855,30-03-2022,18:35:00,18:50:00,conditions Sandstorms,Medium ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 26
0xc89c ,BHPRES04DEL01 ,35,4.6,23.184992,77.417227,23.294992,77.527227,12-02-2022,18:30:00,18:40:00,conditions Cloudy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 36
0x306b ,MUMRES01DEL02 ,25,4.6,19.12663,72.829976,19.20663,72.909976,27-03-2022,23:35:00,23:45:00,conditions Windy,Low ,1,Snack ,motorcycle ,0,No ,Urban ,(min) 14
0xc985 ,AGRRES11DEL02 ,24,4.9,27.163303,78.057044,27.183303,78.077044,11-02-2022,09:00:00,09:05:00,conditions Sandstorms,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 16
0x2a67 ,RANCHIRES09DEL03 ,25,4.7,23.351058,85.325731,23.381058,85.355731,21-03-2022,18:00:00,18:15:00,conditions Cloudy,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 22
0x6e63 ,HYDRES17DEL02 ,23,5,17.451976,78.385883,17.471976,78.405883,03-04-2022,11:10:00,11:15:00,conditions Sunny,High ,2,Buffet ,scooter ,0,No ,Urban ,(min) 14
0x2de8 ,COIMBRES14DEL03 ,24,4.9,11.003681,76.975525,11.063681,77.035525,07-03-2022,23:25:00,23:30:00,conditions Stormy,Low ,2,Drinks ,electric_scooter ,0,No ,Urban ,(min) 17
0x2b16 ,MUMRES03DEL02 ,35,4.7,19.22384,72.841347,19.27384,72.891347,19-03-2022,17:35:00,17:40:00,conditions Cloudy,Medium ,2,Snack ,electric_scooter ,0,No ,NaN ,(min) 15
0xaf73 ,VADRES01DEL03 ,21,4.6,22.307898,73.167788,22.367898,73.227788,26-03-2022,17:50:00,18:05:00,conditions Windy,Medium ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 20
0x492f ,SURRES12DEL02 ,21,5,21.183434,72.814492,21.263434,72.894492,12-03-2022,22:00:00,22:05:00,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 28
0xcfde ,ALHRES16DEL02 ,37,4.8,25.450377,81.834236,25.470377,81.854236,15-02-2022,10:00:00,10:10:00,conditions Sunny,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 18
0xc1d8 ,KNPRES14DEL01 ,38,4.1,26.463504,80.372929,26.533504,80.442929,16-02-2022,19:55:00,20:00:00,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 50
0x7784 ,HYDRES02DEL02 ,33,4.9,17.41233,78.449654,17.49233,78.529654,14-03-2022,23:00:00,23:15:00,conditions Windy,Low ,1,Buffet ,motorcycle ,0,No ,Urban ,(min) 18
0xa83a ,RANCHIRES03DEL01 ,27,4.1,0.0,0.0,0.11,0.11,06-04-2022,21:00:00,21:15:00,conditions Fog,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 44
0x8985 ,CHENRES20DEL03 ,26,4.5,12.975996,80.221898,13.065996,80.311898,06-03-2022,19:30:00,19:35:00,conditions Windy,Jam ,1,Meal ,scooter ,0,No ,Urban ,(min) 17
0xb2b1 ,MUMRES13DEL02 ,25,4.8,19.178321,72.834715,19.258321,72.914715,14-03-2022,23:15:00,23:20:00,conditions Cloudy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 21
0x5269 ,PUNERES15DEL01 ,35,4.5,18.636215,73.751081,18.706215,73.821081,31-03-2022,22:55:00,23:05:00,conditions Windy,Low ,2,Snack ,electric_scooter ,0,No ,Urban ,(min) 27
0x674a ,CHENRES06DEL02 ,29,4.9,13.054347,80.257221,13.184347,80.387221,06-03-2022,23:20:00,23:35:00,conditions Sandstorms,Low ,0,Snack ,motorcycle ,0,No ,Urban ,(min) 21
0x626d ,MUMRES09DEL03 ,29,4.9,18.994049,72.825203,19.054049,72.885203,28-03-2022,17:30:00,17:45:00,conditions Windy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 29
0x4769 ,VADRES010DEL03 ,25,4.5,22.310329,73.169083,22.370329,73.229083,09-03-2022,21:35:00,21:40:00,conditions Sunny,Jam ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 11
0x7481 ,COIMBRES13DEL02 ,31,4.9,11.003669,76.976494,11.023669,76.996494,28-03-2022,11:35:00,11:40:00,conditions Sunny,High ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 21
0xb7a8 ,CHENRES15DEL03 ,26,4.1,13.026286,80.275235,13.086286,80.335235,01-04-2022,23:25:00,23:40:00,conditions Stormy,Low ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 22
0x4a2e ,BANGRES08DEL01 ,22,4.7,12.906229,77.596791,12.946229,77.636791,30-03-2022,14:30:00,14:40:00,conditions Fog,High ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 26
0x500c ,RANCHIRES17DEL02 ,26,4.7,23.374878,85.335739,23.454878,85.415739,12-03-2022,18:35:00,18:45:00,conditions Sandstorms,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 23
0x4961 ,SURRES02DEL01 ,29,4.6,21.186608,72.794136,21.256608,72.864136,02-04-2022,21:20:00,21:25:00,conditions Cloudy,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 30
0x99a9 ,BANGRES17DEL02 ,33,4.5,12.972532,77.608179,13.022532,77.658179,15-03-2022,21:00:00,21:15:00,conditions Sunny,Jam ,2,Snack ,electric_scooter ,0,No ,Metropolitian ,(min) 22
0x758e ,INDORES010DEL02 ,22,4.7,22.75004,75.902847,22.88004,76.032847,02-04-2022,23:15:00,23:25:00,conditions Fog,Low ,1,Snack ,motorcycle ,1,No ,Urban ,(min) 28
0x5a4a ,CHENRES04DEL03 ,29,4.9,13.02978,80.208812,13.05978,80.238812,15-03-2022,18:20:00,18:30:00,conditions Stormy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 26
0x596c ,CHENRES02DEL03 ,24,4.8,13.086438,80.220672,13.176438,80.310672,20-03-2022,17:25:00,17:35:00,conditions Sandstorms,Medium ,1,Drinks ,scooter ,1,No ,Metropolitian ,(min) 23
0xa75 ,PUNERES11DEL01 ,37,4.7,18.533811,73.899315,18.543811,73.909315,28-03-2022,10:15:00,10:25:00,conditions Fog,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 18
0xce3d ,KNPRES04DEL02 ,27,4.8,26.471529,80.313458,26.601529,80.443458,18-02-2022,17:35:00,17:50:00,conditions Sandstorms,Medium ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 17
0x444 ,JAPRES01DEL01 ,NaN ,NaN ,-26.90519,-75.810753,26.97519,75.880753,04-04-2022,NaN ,18:25:00,conditions NaN,NaN ,3,Meal ,bicycle ,1,No ,Metropolitian ,(min) 37
0xddb3 ,AURGRES16DEL01 ,32,4.8,0.0,0.0,0.04,0.04,15-02-2022,13:15:00,13:20:00,conditions Sandstorms,High ,1,Drinks ,scooter ,1,No ,NaN ,(min) 26
0x3d27 ,VADRES17DEL02 ,32,4,0.0,0.0,0.08,0.08,08-03-2022,19:15:00,19:20:00,conditions Fog,Jam ,2,Snack ,motorcycle ,1,Yes ,Urban ,(min) 43
0xb477 ,JAPRES20DEL02 ,25,4.6,26.956431,75.776649,27.086431,75.906649,31-03-2022,21:50:00,22:05:00,conditions Cloudy,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 38
0x1333 ,INDORES02DEL01 ,34,4.7,22.651847,75.881991,22.721847,75.951991,06-04-2022,17:20:00,17:30:00,conditions Fog,Medium ,0,Snack ,motorcycle ,2,No ,Metropolitian ,(min) 43
0x31b6 ,VADRES18DEL01 ,32,4.7,0.0,0.0,0.11,0.11,06-03-2022,22:10:00,22:20:00,conditions Fog,Low ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 28
0x236d ,JAPRES07DEL03 ,28,4.6,26.766536,75.837333,26.826536,75.897333,01-04-2022,21:25:00,21:35:00,conditions Windy,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 11
